Record Length,2.500000e+03,,  -0.000000234000, -20.40000,
Sample Interval,2.000000e-10,,  -0.000000233800, -20.40000,
Trigger Point,1.170000000000e+03,,  -0.000000233600, -20.40000,
,,,  -0.000000233400, -20.40000,
,,,  -0.000000233200, -20.40000,
,,,  -0.000000233000, -20.40000,
Source,CH1,,  -0.000000232800, -20.40000,
Vertical Units,V,,  -0.000000232600, -20.40000,
Vertical Scale,1.000000e+01,,  -0.000000232400, -20.40000,
Vertical Offset,0.000000e+00,,  -0.000000232200, -20.40000,
Horizontal Units,s,,  -0.000000232000, -20.40000,
Horizontal Scale,5.000000e-08,,  -0.000000231800, -20.40000,
Pt Fmt,Y,,  -0.000000231600, -20.40000,
Yzero,0.000000e+00,,  -0.000000231400, -20.80000,
Probe Atten,1.000000e+01,,  -0.000000231200, -20.80000,
Model Number,TDS1012B,,  -0.000000231000, -20.80000,
Serial Number,C063631,,  -0.000000230800, -20.80000,
Firmware Version,FV:v22.01,,  -0.000000230600, -20.80000,
,,,-00.000000230400, -20.80000,
,,,-00.000000230200, -20.80000,
,,,-00.000000230000, -20.80000,
,,,-00.000000229800, -20.80000,
,,,-00.000000229600, -20.80000,
,,,-00.000000229400, -21.20000,
,,,-00.000000229200, -21.20000,
,,,-00.000000229000, -21.20000,
,,,-00.000000228800, -21.20000,
,,,-00.000000228600, -21.20000,
,,,-00.000000228400, -21.20000,
,,,-00.000000228200, -21.20000,
,,,-00.000000228000, -21.20000,
,,,-00.000000227800, -21.20000,
,,,-00.000000227600, -21.20000,
,,,-00.000000227400, -21.20000,
,,,-00.000000227200, -21.20000,
,,,-00.000000227000, -21.20000,
,,,-00.000000226800, -21.20000,
,,,-00.000000226600, -21.20000,
,,,-00.000000226400, -21.20000,
,,,-00.000000226200, -21.20000,
,,,-00.000000226000, -21.20000,
,,,-00.000000225800, -21.20000,
,,,-00.000000225600, -21.20000,
,,,-00.000000225400, -21.20000,
,,,-00.000000225200, -21.20000,
,,,-00.000000225000, -21.20000,
,,,-00.000000224800, -21.20000,
,,,-00.000000224600, -20.80000,
,,,-00.000000224400, -20.80000,
,,,-00.000000224200, -20.80000,
,,,-00.000000224000, -20.80000,
,,,-00.000000223800, -20.80000,
,,,-00.000000223600, -20.80000,
,,,-00.000000223400, -20.80000,
,,,-00.000000223200, -20.80000,
,,,-00.000000223000, -20.80000,
,,,-00.000000222800, -20.80000,
,,,-00.000000222600, -20.80000,
,,,-00.000000222400, -20.80000,
,,,-00.000000222200, -20.80000,
,,,-00.000000222000, -20.80000,
,,,-00.000000221800, -20.80000,
,,,-00.000000221600, -20.80000,
,,,-00.000000221400, -20.80000,
,,,-00.000000221200, -20.80000,
,,,-00.000000221000, -20.80000,
,,,-00.000000220800, -20.80000,
,,,-00.000000220600, -20.80000,
,,,-00.000000220400, -21.20000,
,,,-00.000000220200, -21.20000,
,,,-00.000000220000, -21.20000,
,,,-00.000000219800, -21.20000,
,,,-00.000000219600, -21.20000,
,,,-00.000000219400, -21.60000,
,,,-00.000000219200, -21.60000,
,,,-00.000000219000, -21.60000,
,,,-00.000000218800, -21.60000,
,,,-00.000000218600, -21.20000,
,,,-00.000000218400, -21.20000,
,,,-00.000000218200, -21.20000,
,,,-00.000000218000, -20.80000,
,,,-00.000000217800, -20.80000,
,,,-00.000000217600, -20.40000,
,,,-00.000000217400, -20.40000,
,,,-00.000000217200, -20.80000,
,,,-00.000000217000, -20.80000,
,,,-00.000000216800, -20.80000,
,,,-00.000000216600, -20.80000,
,,,-00.000000216400, -20.80000,
,,,-00.000000216200, -20.80000,
,,,-00.000000216000, -20.80000,
,,,-00.000000215800, -20.80000,
,,,-00.000000215600, -20.80000,
